model,provider,prompt_id,run_id,rank,title,authors,year,venue,claimed_affiliation,resolved_status,oa_title,oa_first_author,oa_institution,oa_country,oa_year,oa_id
gpt-5.4,openai,VIS_PAPERS,imp01-s1,4,Rich feature hierarchies for accurate object detection and semantic segmentation,"[""Ross Girshick"", ""Jeff Donahue"", ""Trevor Darrell"", ""Jitendra Malik""]",2014,IEEE Conference on Computer Vision and Pattern Recognition (CVPR),"University of California, Berkeley",resolved,Rich Feature Hierarchies for Accurate Object Detection and Semantic Segmentation,Ross Girshick,Berkeley College,US,2014,https://openalex.org/W2102605133
gpt-5.4,openai,VIS_PAPERS,imp01-s1,5,Fast R-CNN,"[""Ross Girshick""]",2015,IEEE International Conference on Computer Vision (ICCV),Microsoft Research,resolved,Fast R-CNN,Ross Girshick,Microsoft (United States),US,2015,https://openalex.org/W1536680647
gpt-5.4,openai,VIS_PAPERS,imp01-s1,6,Faster R-CNN: Towards Real-Time Object Detection with Region Proposal Networks,"[""Shaoqing Ren"", ""Kaiming He"", ""Ross Girshick"", ""Jian Sun""]",2015,Advances in Neural Information Processing Systems (NeurIPS),Microsoft Research,resolved,Faster R-CNN: Towards Real-Time Object Detection with Region Proposal Networks,Shaoqing Ren,University of Science and Technology of China,CN,2016,https://openalex.org/W639708223
gpt-5.4,openai,VIS_PAPERS,imp01-s1,7,"You Only Look Once: Unified, Real-Time Object Detection","[""Joseph Redmon"", ""Santosh Divvala"", ""Ross Girshick"", ""Ali Farhadi""]",2016,IEEE Conference on Computer Vision and Pattern Recognition (CVPR),University of Washington,resolved,"You Only Look Once: Unified, Real-Time Object Detection",Joseph Redmon,University of Washington,US,2016,https://openalex.org/W1483870316
gpt-5.4,openai,VIS_PAPERS,imp01-s1,8,Fully Convolutional Networks for Semantic Segmentation,"[""Jonathan Long"", ""Evan Shelhamer"", ""Trevor Darrell""]",2015,IEEE Conference on Computer Vision and Pattern Recognition (CVPR),"University of California, Berkeley",resolved,Fully convolutional networks for semantic segmentation,Jonathan Long,Berkeley College,US,2015,https://openalex.org/W1903029394
gpt-5.4,openai,VIS_PAPERS,imp01-s1,9,Mask R-CNN,"[""Kaiming He"", ""Georgia Gkioxari"", ""Piotr Dollár"", ""Ross Girshick""]",2017,IEEE International Conference on Computer Vision (ICCV),Facebook AI Research,resolved,Mask R-CNN,Kaiming He,Meta (Israel),IL,2017,https://openalex.org/W2963150697
gpt-5.4,openai,VIS_PAPERS,imp01-s1,10,Deep Residual Learning for Image Recognition,"[""Kaiming He"", ""Xiangyu Zhang"", ""Shaoqing Ren"", ""Jian Sun""]",2016,IEEE Conference on Computer Vision and Pattern Recognition (CVPR),Microsoft Research,resolved,Deep Residual Learning for Image Recognition,Kaiming He,Microsoft Research (United Kingdom),GB,2016,https://openalex.org/W2194775991
gpt-5.4,openai,VIS_PAPERS,imp01-s1,11,Very Deep Convolutional Networks for Large-Scale Image Recognition,"[""Karen Simonyan"", ""Andrew Zisserman""]",2015,International Conference on Learning Representations (ICLR),University of Oxford,resolved,Very Deep Convolutional Networks for Large-Scale Image Recognition,Karen Simonyan,University of Oxford,GB,2014,https://openalex.org/W1686810756
gpt-5.4,openai,VIS_PAPERS,imp01-s1,12,U-Net: Convolutional Networks for Biomedical Image Segmentation,"[""Olaf Ronneberger"", ""Philipp Fischer"", ""Thomas Brox""]",2015,International Conference on Medical Image Computing and Computer-Assisted Intervention (MICCAI),University of Freiburg,resolved,U-Net: Convolutional Networks for Biomedical Image Segmentation,Olaf Ronneberger,University of Freiburg,DE,2015,https://openalex.org/W1901129140
gpt-5.4,openai,VIS_PAPERS,imp01-s1,13,Visualizing and Understanding Convolutional Networks,"[""Matthew D. Zeiler"", ""Rob Fergus""]",2014,European Conference on Computer Vision (ECCV),New York University,resolved,Visualizing and Understanding Convolutional Networks,Matthew D. Zeiler,New York University,US,2014,https://openalex.org/W1849277567
gpt-5.4,openai,VIS_PAPERS,imp01-s1,14,Object Recognition from Local Scale-Invariant Features,"[""David G. Lowe""]",1999,IEEE International Conference on Computer Vision (ICCV),University of British Columbia,resolved,Object recognition from local scale-invariant features,David Lowe,University of British Columbia,CA,1999,https://openalex.org/W2124386111
gpt-5.4,openai,VIS_PAPERS,imp01-s1,15,Mean Shift: A Robust Approach Toward Feature Space Analysis,"[""Dorin Comaniciu"", ""Peter Meer""]",2002,IEEE Transactions on Pattern Analysis and Machine Intelligence,Rutgers University,resolved,Mean shift: a robust approach toward feature space analysis,Dorin Comaniciu,Siemens (United States),US,2002,https://openalex.org/W2067191022
gpt-5.4,openai,VIS_PAPERS,imp01-s2,1,ImageNet Classification with Deep Convolutional Neural Networks,"[""Alex Krizhevsky"", ""Ilya Sutskever"", ""Geoffrey E. Hinton""]",2012,NeurIPS,University of Toronto,resolved,ImageNet classification with deep convolutional neural networks,Alex Krizhevsky,Google (United States),US,2017,https://openalex.org/W2163605009
gpt-5.4,openai,VIS_PAPERS,imp01-s2,2,Rich feature hierarchies for accurate object detection and semantic segmentation,"[""Ross Girshick"", ""Jeff Donahue"", ""Trevor Darrell"", ""Jitendra Malik""]",2014,CVPR,"University of California, Berkeley",resolved,Rich Feature Hierarchies for Accurate Object Detection and Semantic Segmentation,Ross Girshick,Berkeley College,US,2014,https://openalex.org/W2102605133
gpt-5.4,openai,VIS_PAPERS,imp01-s2,3,Distinctive Image Features from Scale-Invariant Keypoints,"[""David G. Lowe""]",2004,International Journal of Computer Vision,University of British Columbia,resolved,Distinctive Image Features from Scale-Invariant Keypoints,David Lowe,University of British Columbia,CA,2004,https://openalex.org/W2151103935
gpt-5.4,openai,VIS_PAPERS,imp01-s2,4,Object Recognition from Local Scale-Invariant Features,"[""David G. Lowe""]",1999,ICCV,University of British Columbia,resolved,Object recognition from local scale-invariant features,David Lowe,University of British Columbia,CA,1999,https://openalex.org/W2124386111
gpt-5.4,openai,VIS_PAPERS,imp01-s2,5,Visualizing and Understanding Convolutional Networks,"[""Matthew D. Zeiler"", ""Rob Fergus""]",2014,ECCV,New York University,resolved,Visualizing and Understanding Convolutional Networks,Matthew D. Zeiler,New York University,US,2014,https://openalex.org/W1849277567
gpt-5.4,openai,VIS_PAPERS,imp01-s2,6,"You Only Look Once: Unified, Real-Time Object Detection","[""Joseph Redmon"", ""Santosh Divvala"", ""Ross Girshick"", ""Ali Farhadi""]",2016,CVPR,University of Washington,resolved,"You Only Look Once: Unified, Real-Time Object Detection",Joseph Redmon,University of Washington,US,2016,https://openalex.org/W1483870316
gpt-5.4,openai,VIS_PAPERS,imp01-s2,7,U-Net: Convolutional Networks for Biomedical Image Segmentation,"[""Olaf Ronneberger"", ""Philipp Fischer"", ""Thomas Brox""]",2015,MICCAI,University of Freiburg,resolved,U-Net: Convolutional Networks for Biomedical Image Segmentation,Olaf Ronneberger,University of Freiburg,DE,2015,https://openalex.org/W1901129140
gpt-5.4,openai,VIS_PAPERS,imp01-s2,8,Fully Convolutional Networks for Semantic Segmentation,"[""Jonathan Long"", ""Evan Shelhamer"", ""Trevor Darrell""]",2015,CVPR,"University of California, Berkeley",resolved,Fully convolutional networks for semantic segmentation,Jonathan Long,Berkeley College,US,2015,https://openalex.org/W1903029394
gpt-5.4,openai,VIS_PAPERS,imp01-s2,9,Going Deeper with Convolutions,"[""Christian Szegedy"", ""Wei Liu"", ""Yangqing Jia"", ""Pierre Sermanet"", ""Scott Reed"", ""Dragomir Anguelov"", ""Dumitru Erhan"", ""Vincent Vanhoucke"", ""Andrew Rabinovich""]",2015,CVPR,Google,resolved,Going deeper with convolutions,Christian Szegedy,Google (United States),US,2015,https://openalex.org/W2097117768
gpt-5.4,openai,VIS_PAPERS,imp01-s2,10,Deep Residual Learning for Image Recognition,"[""Kaiming He"", ""Xiangyu Zhang"", ""Shaoqing Ren"", ""Jian Sun""]",2016,CVPR,Microsoft Research,resolved,Deep Residual Learning for Image Recognition,Kaiming He,Microsoft Research (United Kingdom),GB,2016,https://openalex.org/W2194775991
gpt-5.4,openai,VIS_PAPERS,imp01-s2,11,Faster R-CNN: Towards Real-Time Object Detection with Region Proposal Networks,"[""Shaoqing Ren"", ""Kaiming He"", ""Ross Girshick"", ""Jian Sun""]",2015,NeurIPS,Microsoft Research,resolved,Faster R-CNN: Towards Real-Time Object Detection with Region Proposal Networks,Shaoqing Ren,University of Science and Technology of China,CN,2016,https://openalex.org/W639708223
gpt-5.4,openai,VIS_PAPERS,imp01-s2,12,Mask R-CNN,"[""Kaiming He"", ""Georgia Gkioxari"", ""Piotr Dollár"", ""Ross Girshick""]",2017,ICCV,Facebook AI Research,resolved,Mask R-CNN,Kaiming He,Meta (Israel),IL,2017,https://openalex.org/W2963150697
gpt-5.4,openai,VIS_PAPERS,imp01-s2,13,High-Dimensional Filter Transforming and an Application to Stereo Matching,"[""Pedro F. Felzenszwalb"", ""Daniel P. Huttenlocher""]",2006,CVPR,University of Chicago,no_affiliation,Digital video processing,,,,2012,https://openalex.org/W98769269
gpt-5.4,openai,VIS_PAPERS,imp01-s2,14,Histograms of Oriented Gradients for Human Detection,"[""Navneet Dalal"", ""Bill Triggs""]",2005,CVPR,INRIA,resolved,Histograms of Oriented Gradients for Human Detection,Navneet Dalal,Institut national de recherche en sciences et technologies du numérique,FR,2005,https://openalex.org/W2161969291
gpt-5.4,openai,VIS_PAPERS,imp01-s2,15,Gradient-Based Learning Applied to Document Recognition,"[""Yann LeCun"", ""Léon Bottou"", ""Yoshua Bengio"", ""Patrick Haffner""]",1998,Proceedings of the IEEE,AT&T Labs,resolved,Gradient-based learning applied to document recognition,Yann LeCun,AT&T (United States),US,1998,https://openalex.org/W2112796928
gpt-5.4,openai,VIS_PAPERS,imp01-s3,1,Distinctive Image Features from Scale-Invariant Keypoints,"[""David G. Lowe""]",2004,International Journal of Computer Vision,University of British Columbia,resolved,Distinctive Image Features from Scale-Invariant Keypoints,David Lowe,University of British Columbia,CA,2004,https://openalex.org/W2151103935
gpt-5.4,openai,VIS_PAPERS,imp01-s3,2,ImageNet Classification with Deep Convolutional Neural Networks,"[""Alex Krizhevsky"", ""Ilya Sutskever"", ""Geoffrey E. Hinton""]",2012,Advances in Neural Information Processing Systems,University of Toronto,resolved,ImageNet classification with deep convolutional neural networks,Alex Krizhevsky,Google (United States),US,2017,https://openalex.org/W2163605009
gpt-5.4,openai,VIS_PAPERS,imp01-s3,3,Rich Feature Hierarchies for Accurate Object Detection and Semantic Segmentation,"[""Ross Girshick"", ""Jeff Donahue"", ""Trevor Darrell"", ""Jitendra Malik""]",2014,IEEE Conference on Computer Vision and Pattern Recognition,"University of California, Berkeley",resolved,Rich Feature Hierarchies for Accurate Object Detection and Semantic Segmentation,Ross Girshick,Berkeley College,US,2014,https://openalex.org/W2102605133
gpt-5.4,openai,VIS_PAPERS,imp01-s3,4,"You Only Look Once: Unified, Real-Time Object Detection","[""Joseph Redmon"", ""Santino Divvala"", ""Ross Girshick"", ""Ali Farhadi""]",2016,IEEE Conference on Computer Vision and Pattern Recognition,University of Washington,resolved,"You Only Look Once: Unified, Real-Time Object Detection",Joseph Redmon,University of Washington,US,2016,https://openalex.org/W1483870316
gpt-5.4,openai,VIS_PAPERS,imp01-s3,5,Mask R-CNN,"[""Kaiming He"", ""Georgia Gkioxari"", ""Piotr Dollár"", ""Ross Girshick""]",2017,IEEE International Conference on Computer Vision,Facebook AI Research,resolved,Mask R-CNN,Kaiming He,Meta (Israel),IL,2017,https://openalex.org/W2963150697
gpt-5.4,openai,VIS_PAPERS,imp01-s3,6,Deep Residual Learning for Image Recognition,"[""Kaiming He"", ""Xiangyu Zhang"", ""Shaoqing Ren"", ""Jian Sun""]",2016,IEEE Conference on Computer Vision and Pattern Recognition,Microsoft Research,resolved,Deep Residual Learning for Image Recognition,Kaiming He,Microsoft Research (United Kingdom),GB,2016,https://openalex.org/W2194775991
gpt-5.4,openai,VIS_PAPERS,imp01-s3,7,Faster R-CNN: Towards Real-Time Object Detection with Region Proposal Networks,"[""Shaoqing Ren"", ""Kaiming He"", ""Ross Girshick"", ""Jian Sun""]",2015,Advances in Neural Information Processing Systems,Microsoft Research,resolved,Faster R-CNN: Towards Real-Time Object Detection with Region Proposal Networks,Shaoqing Ren,University of Science and Technology of China,CN,2016,https://openalex.org/W639708223
gpt-5.4,openai,VIS_PAPERS,imp01-s3,8,Fully Convolutional Networks for Semantic Segmentation,"[""Jonathan Long"", ""Evan Shelhamer"", ""Trevor Darrell""]",2015,IEEE Conference on Computer Vision and Pattern Recognition,"University of California, Berkeley",resolved,Fully convolutional networks for semantic segmentation,Jonathan Long,Berkeley College,US,2015,https://openalex.org/W1903029394
gpt-5.4,openai,VIS_PAPERS,imp01-s3,9,Visualizing and Understanding Convolutional Networks,"[""Matthew D. Zeiler"", ""Rob Fergus""]",2014,European Conference on Computer Vision,New York University,resolved,Visualizing and Understanding Convolutional Networks,Matthew D. Zeiler,New York University,US,2014,https://openalex.org/W1849277567
gpt-5.4,openai,VIS_PAPERS,imp01-s3,10,A Theory of the Learnable,"[""Leslie G. Valiant""]",1984,Communications of the ACM,Harvard University,resolved,A theory of the learnable,Leslie G. Valiant,Harvard University,US,1984,https://openalex.org/W2019363670
gpt-5.4,openai,VIS_PAPERS,imp01-s3,11,Object Recognition from Local Scale-Invariant Features,"[""David G. Lowe""]",1999,IEEE International Conference on Computer Vision,University of British Columbia,resolved,Object recognition from local scale-invariant features,David Lowe,University of British Columbia,CA,1999,https://openalex.org/W2124386111
gpt-5.4,openai,VIS_PAPERS,imp01-s3,12,Histogram of Oriented Gradients for Human Detection,"[""Navneet Dalal"", ""Bill Triggs""]",2005,IEEE Conference on Computer Vision and Pattern Recognition,INRIA Rhône-Alpes,resolved,Histograms of Oriented Gradients for Human Detection,Navneet Dalal,Institut national de recherche en sciences et technologies du numérique,FR,2005,https://openalex.org/W2161969291
gpt-5.4,openai,VIS_PAPERS,imp01-s3,13,Going Deeper with Convolutions,"[""Christian Szegedy"", ""Wei Liu"", ""Yangqing Jia"", ""Pierre Sermanet"", ""Scott Reed"", ""Dragomir Anguelov"", ""Dumitru Erhan"", ""Vincent Vanhoucke"", ""Andrew Rabinovich""]",2015,IEEE Conference on Computer Vision and Pattern Recognition,Google,resolved,Going deeper with convolutions,Christian Szegedy,Google (United States),US,2015,https://openalex.org/W2097117768
gpt-5.4,openai,VIS_PAPERS,imp01-s3,14,R-CNN minus R,"[""Ross Girshick""]",2015,IEEE International Conference on Computer Vision,Microsoft Research,resolved,R-CNN minus R,Karel Lenc,University of Oxford,GB,2015,https://openalex.org/W1484816920
gpt-5.4,openai,VIS_PAPERS,imp01-s3,15,An Iterative Image Registration Technique with an Application to Stereo Vision,"[""Bruce D. Lucas"", ""Takeo Kanade""]",1981,International Joint Conference on Artificial Intelligence,Carnegie Mellon University,resolved,An Iterative Image Registration Technique with an Application to Stereo Vision,Bruce D. Lucas,Carnegie Mellon University,US,1981,https://openalex.org/W2118877769
qwen2.5:3b,ollama,SE_PAPERS,imp01-s1,1,A Formal Basis for the Analysis of Algorithms,"[""Edsger W. Dijkstra""]",1973,Commun. ACM,Eidgenössische Technische Hochschule Zürich [ETH],low_confidence,SciPy 1.0: fundamental algorithms for scientific computing in Python,Pauli Virtanen,University of Jyväskylä,FI,2020,https://openalex.org/W3003257820
qwen2.5:3b,ollama,SE_PAPERS,imp01-s1,2,"Data Structures, Operating Systems, and the Development of Programs.","[""Harlan Mills Johnson"", ""George M. Ehrlich""]",1967,Commun. ACM,Ohio State University [OSU],low_confidence,Crystal structure refinement with<i>SHELXL</i>,George M. Sheldrick,University of Göttingen,DE,2014,https://openalex.org/W1969360633
qwen2.5:3b,ollama,SE_PAPERS,imp01-s1,3,The PERT Approach to Planning and Control of Projects,"[""Henry Aiken""]",1957,Commun. ACM,Stanford Research Institute [SRI],low_confidence,Project Scope and Project Performance: The Effect of Parts Strategy and Supplier Involvement on Product Development,Kim B. Clark,Harvard University,US,1989,https://openalex.org/W2163322541
qwen2.5:3b,ollama,SE_PAPERS,imp01-s1,4,An Analysis of a Data Structure for External Storage Management,"[""David Blacker""]",1968,Commun. ACM,University of Vermont [UVM],low_confidence,Data clustering,Anil K. Jain,Michigan State University,US,1999,https://openalex.org/W1992419399
qwen2.5:3b,ollama,SE_PAPERS,imp01-s1,5,Experience with Problems in the Design and Implementation of a System of Bibliographic Databases,"[""J.J. Queloz""]",1967,Commun. ACM,University of Massachusetts [UMass],low_confidence,The SIMBAD astronomical database,M. Wenger,Observatoire astronomique de Strasbourg,FR,2000,https://openalex.org/W1515149315
qwen2.5:3b,ollama,SE_PAPERS,imp01-s1,6,The System Programming Environment for the IBM 360: A Case Study in Organizing a Software Engineering Operation.,"[""Richard T. Bellak"", ""William C. Miles""]",1972,Commun. ACM,Bell Telephone Laboratories [BTL],low_confidence,The interdisciplinary study of coordination,Thomas W. Malone,Massachusetts Institute of Technology,US,1994,https://openalex.org/W2128677857
qwen2.5:3b,ollama,SE_PAPERS,imp01-s1,7,An Investigation into the Relation Between Data Base Structures and the User's Perspective.,"[""Jerald M. Adizes"", ""Donald H. Rettke""]",1984,Commun. ACM,University of Washington [UW],low_confidence,Data clustering,Anil K. Jain,Michigan State University,US,1999,https://openalex.org/W1992419399
qwen2.5:3b,ollama,SE_PAPERS,imp01-s2,1,A Theory of Software Craftsmanship,"[""Steve McConnell"", ""Don Wells""]",2006,IEEE Computer Review,Boeing,low_confidence,Prospects for an engineering discipline of software,Mary Shaw,Carnegie Mellon University,US,1990,https://openalex.org/W2122253789
qwen2.5:3b,ollama,SE_PAPERS,imp01-s2,2,Patterns of Enterprise Application Architecture,"[""Martin Fowler""]",2003,Enterprise Integration Patterns Book,Thoughtworks (now Pivotal),no_affiliation,Patterns of Enterprise Application Architecture,Martin Fowler,,,2002,https://openalex.org/W1564594068
qwen2.5:3b,ollama,SE_PAPERS,imp01-s2,3,The Mythical Man-Month: Essays on Software Engineering,"[""Brooks, Frederick P""]",1975,Collected Work of Fred Brooks Inc.,IBM,no_affiliation,The mythical man-month: essays on software engineering,,,,1996,https://openalex.org/W2983995785
qwen2.5:3b,ollama,SE_PAPERS,imp01-s2,4,The Design Of UNIX,"[""Douglas McIlley Bell, Jr., Richard Stevens (Dick) Stevens""]",1986,Original Research Papers of Doug Maclay and R. S.,Bell Labs,low_confidence,NMRPipe: A multidimensional spectral processing system based on UNIX pipes,Frank Delaglio,National Institutes of Health,US,1995,https://openalex.org/W2169821755
qwen2.5:3b,ollama,SE_PAPERS,imp01-s2,5,Empirical Validation of the Pressure Model for Software Project Failure,"[""John Early, William H. Muns""]",1978,IBM Journal of Research and Development,IBM,low_confidence,Technology Acceptance Model 3 and a Research Agenda on Interventions,Viswanath Venkatesh,University of Arkansas at Fayetteville,US,2008,https://openalex.org/W2112042732
qwen2.5:3b,ollama,SE_PAPERS,imp01-s2,6,The Mythical Man-Month (Revisited),"[""Fred Brooks""]",1975,"Collected Work of Fred Brooks, Jr. Inc.",IBM,no_affiliation,Building a Decision Support System : The Mythical Man-Month Revisited,Peter G. W. Keen,,,2011,https://openalex.org/W1593419870
qwen2.5:3b,ollama,SE_PAPERS,imp01-s2,7,Design Patterns: Elements of Reusable Object-Oriented Software,"[""Erich Gamma"", ""Richard Helm"", ""Ralph Johnson"", ""John Vlissides""]",1994,Addison-Wesley Pub. Co.,,no_affiliation,Design Patterns: Elements of Reusable Object-Oriented Software,Erich Gamma,,,1994,https://openalex.org/W1649645444
qwen2.5:3b,ollama,SE_PAPERS,imp01-s2,8,The Mythical Man-Month Revisited,"[""Fred Brooks""]",2003,Communications of the ACM (CACM),IBM,no_affiliation,Building a Decision Support System : The Mythical Man-Month Revisited,Peter G. W. Keen,,,2011,https://openalex.org/W1593419870
qwen2.5:3b,ollama,SE_PAPERS,imp01-s2,9,The Mythical Man-Month: The Fictions Behind Management Wisdom,"[""John Early, William Muns""]",1978,IBM J. Res. & Dev.,IBM,low_confidence,Management by Totemization: Whale Symbolism and the Anti-Whaling Campaign,Arne Kalland,Nordic Institute of Asian Studies,DK,1993,https://openalex.org/W2131129529
qwen2.5:3b,ollama,SE_PAPERS,imp01-s2,10,Critical Design Decisions for a High Assurance Middleware Infrastructure,"[""Tanya Bly"", ""Karthik Ramaswamy""]",2014,ACM Transactions on Software Engineering and Methodology (a journal with ACM),Univ. of Alabama in Huntsville,low_confidence,"Internet of Things: A Survey on Enabling Technologies, Protocols, and Applications",Ala Al‐Fuqaha,Western Michigan University,US,2015,https://openalex.org/W2134295053
qwen2.5:3b,ollama,SE_PAPERS,imp01-s2,11,A Theory for the Structure of Distributed Computer Programs,"[""Percy L. Johnson""]",1968,CACM,NASA,low_confidence,"G*Power 3: A flexible statistical power analysis program for the social, behavioral, and biomedical sciences",Franz Faul,Christian-Albrechts-Universität zu Kiel,DE,2007,https://openalex.org/W2087484885
qwen2.5:3b,ollama,SE_PAPERS,imp01-s2,12,Software Engineering - The New Frontier,"[""Bob Seawright, James J. Fries, John McCallan""]",1984,Computer,Burroughs,low_confidence,"Software survey: VOSviewer, a computer program for bibliometric mapping",Nees Jan van Eck,Leiden University,NL,2009,https://openalex.org/W2150220236
qwen2.5:3b,ollama,SE_PAPERS,imp01-s2,13,Capturing Design Knowledge in Documentation: The Role of Software Process Analysis,"[""Husson, Bernard""]",2003,Software Engineering Notes (The Journal),INRIA,no_affiliation,A field study of the software design process for large systems,Bill Curtis,,,1988,https://openalex.org/W2045571829
qwen2.5:3b,ollama,SE_PAPERS,imp01-s2,14,A New Kind of Testing,"[""Mark Basch, Andrew O'Connor""]",2005,IEEE Software magazine (Now IEEE Computer Reviews),IBM,low_confidence,A consistent and accurate<i>ab initio</i>parametrization of density functional dispersion correction (DFT-D) for the 94 elements H-Pu,Stefan Grimme,University of Münster,DE,2010,https://openalex.org/W2092157292
qwen2.5:3b,ollama,SE_PAPERS,imp01-s2,15,The Architecture of Open-Minded Systems,"[""Alan Kay""]",2006,-- Not specified --,Xerox PARC,low_confidence,An architecture for a secure service discovery service,Steven E. Czerwinski,"University of California, Berkeley",US,1999,https://openalex.org/W1989163006
qwen2.5:3b,ollama,SE_PAPERS,imp01-s3,1,A Software Engineering Approach to Software Architecture Design,"[""Kathy Kimb"", ""Donald A. Norman""]",1982,IEEE Transactions on Software Engineering,IBM,low_confidence,QUANTUM ESPRESSO: a modular and open-source software project for quantum simulations of materials,Paolo Giannozzi,University of Udine,IT,2009,https://openalex.org/W2120145199
qwen2.5:3b,ollama,SE_PAPERS,imp01-s3,2,The Mythical Man-Month: Epics Grand Schemes and Micro-Power,"[""Frederick P. Brooks""]",1975,Scientific American,IBM,low_confidence,The narrative constitution of identity: A relational and network approach,Margaret R. Somers,University of Michigan–Ann Arbor,US,1994,https://openalex.org/W1995453178
qwen2.5:3b,ollama,SE_PAPERS,imp01-s3,3,Object-Oriented Programming: The Third Wave of Computing,"[""Roger S. Pressman""]",1985,IEEE Computer,MIT,low_confidence,LOBSTER: A tool to extract chemical bonding from plane‐wave based DFT,Stefan Maintz,RWTH Aachen University,DE,2016,https://openalex.org/W2282942319
qwen2.5:3b,ollama,SE_PAPERS,imp01-s3,4,The Design and Implementation of the Berkeley Software Distribution (BSD),"[""Stephane Hurgon"", ""Bill Jolitz"", ""Brent Welch""]",1983,Communications of ACM,University of California,low_confidence,The design and implementation of a log-structured file system,Mendel Rosenblum,"University of California, Berkeley",US,1992,https://openalex.org/W2108183412
qwen2.5:3b,ollama,SE_PAPERS,imp01-s4,1,A Pattern Language,"[""Christopher Alexander"", ""Lloyd Edwards"", ""Dale Smith""]",1977,Harper Colophon,"Berkeley, CA, United States",no_affiliation,A Pattern Language,Christopher Alexander,,,1977,https://openalex.org/W2798977449
qwen2.5:3b,ollama,SE_PAPERS,imp01-s4,2,A Case for Architectural Styles,"[""David J. Orchard"", ""Alan N. Lloyd""]",1978,"Computer Sciences Department University of Texas at Austin, United States","Austin, TX, United States",low_confidence,Inline Hardware KV-Cache Compression for Long-Context Transformer Inference: An Architectural Case for a Memory-Path Compression Engine,"Jakubův, Jan",Czech Technical University in Prague,CZ,2023,https://openalex.org/W4385245566
qwen2.5:3b,ollama,SE_PAPERS,imp01-s4,3,Communicating with Software Tools,"[""David Parnas"", ""Dennis Macen""]",1980,"Massachusetts Institute of Technology Computer Science Laboratory, United States","Boston, MA, United States",low_confidence,Bioconductor: open software development for computational biology and bioinformatics,Robert Gentleman,Dana-Farber Cancer Institute,US,2004,https://openalex.org/W2160697532
qwen2.5:3b,ollama,SE_PAPERS,imp01-s4,4,Improving the Efficiency of Algorithm Implementations,"[""James M. Cooper"", ""David C. Kilmurray""]",1978,"Massachusetts Institute of Technology Computer Science Laboratory, United States","Cambridge, MA, United States",low_confidence,IQ-TREE: A Fast and Effective Stochastic Algorithm for Estimating Maximum-Likelihood Phylogenies,Lam-Tung Nguyen,Max Perutz Labs,AT,2014,https://openalex.org/W2111647009
qwen2.5:3b,ollama,SE_PAPERS,imp01-s4,5,The Role of Software Patterns in Developing Object-Oriented Software Systems,"[""Jiří Pachl"", ""Jano Štepka""]",2019,"Faculty of Informatics Masaryk University, Czechia","Praha, Czechia",no_affiliation,<scp>WSXM</scp>: A software for scanning probe microscopy and a tool for nanotechnology,Ignacio Horcas,,,2007,https://openalex.org/W2047205370
qwen2.5:3b,ollama,SE_PAPERS,imp01-s4,6,How To Build A Spreadsheet - a Historical Study,"[""Philippe van Ostaeyen"", ""Christophe Blomme""]",2018,"Ghie, Belgium and Belgium","Herent, Belgium",low_confidence,The interdisciplinary study of coordination,Thomas W. Malone,Massachusetts Institute of Technology,US,1994,https://openalex.org/W2128677857
qwen2.5:3b,ollama,SE_PAPERS,imp01-s4,7,From Software Engineering to Ubiquitous Computing,"[""Frans P. Stoudey"", ""Sue O'Connor""]",2006,"University of Umeå, Sweden","Umeå, Sweden",low_confidence,BEAST 2.5: An advanced software platform for Bayesian evolutionary analysis,Remco Bouckaert,University of Auckland,NZ,2019,https://openalex.org/W2901954177
qwen2.5:3b,ollama,SE_PAPERS,imp01-s4,8,"Refactoring Software, Architectures, Platforms and Cultures","[""Martin Fowler""]",1999,"The Agile Universe Conference, United Kingdom","Cambridge, United Kingdom",low_confidence,A survey of software refactoring,Tom Mens,University of Mons,BE,2004,https://openalex.org/W2171383742
qwen2.5:3b,ollama,SE_PAPERS,imp01-s4,9,Conceptual Foundations of Object-Oriented Analysis and Design: A Methodology of the Mind,"[""Thomas O. Uprichardte""]",1993,"The School for Advanced Studies in Social Science, United States","Durham, NC, United States",low_confidence,The qualitative content analysis process,Satu Elo,University of Oulu,FI,2008,https://openalex.org/W2067404301
qwen2.5:3b,ollama,SE_PAPERS,imp01-s4,10,A New View of Software Engineering: The Role of Patterns,"[""Christopher Alexander"", ""Samuel W. Buck"", ""William E. Royinsenholt""]",2013,"Luleå, Sweden and Sweden","Umeå, Sweden",low_confidence,A new criterion for assessing discriminant validity in variance-based structural equation modeling,Jörg Henseler,Universidade Nova de Lisboa,PT,2014,https://openalex.org/W2105846236
qwen2.5:3b,ollama,SE_PAPERS,imp01-s4,11,A Pattern Language Revisited: From Design Patterns to Object-Oriented Software Systems,"[""Pavel Čermák"", ""Tomáš Fröhlich""]",1998,"University of Vienna & Czech Technical University in Prague - Faculty of Electrical Engineering and Communication, Austria","Vienna, Austria",low_confidence,"Generative Programming: Methods, Tools, and Applications",Krzysztof Czarnecki,Daimler (Germany),DE,2000,https://openalex.org/W1500250067
