model,provider,prompt_id,run_id,rank,title,authors,year,venue,claimed_affiliation
gpt-5.4,openai,VIS_PAPERS,imp01-s1,3,ImageNet Classification with Deep Convolutional Neural Networks,"[""Alex Krizhevsky"", ""Ilya Sutskever"", ""Geoffrey E. Hinton""]",2012,Advances in Neural Information Processing Systems (NeurIPS),University of Toronto
gpt-5.4,openai,VIS_PAPERS,imp01-s1,4,Rich feature hierarchies for accurate object detection and semantic segmentation,"[""Ross Girshick"", ""Jeff Donahue"", ""Trevor Darrell"", ""Jitendra Malik""]",2014,IEEE Conference on Computer Vision and Pattern Recognition (CVPR),"University of California, Berkeley"
gpt-5.4,openai,VIS_PAPERS,imp01-s1,5,Fast R-CNN,"[""Ross Girshick""]",2015,IEEE International Conference on Computer Vision (ICCV),Microsoft Research
gpt-5.4,openai,VIS_PAPERS,imp01-s1,6,Faster R-CNN: Towards Real-Time Object Detection with Region Proposal Networks,"[""Shaoqing Ren"", ""Kaiming He"", ""Ross Girshick"", ""Jian Sun""]",2015,Advances in Neural Information Processing Systems (NeurIPS),Microsoft Research
gpt-5.4,openai,VIS_PAPERS,imp01-s1,7,"You Only Look Once: Unified, Real-Time Object Detection","[""Joseph Redmon"", ""Santosh Divvala"", ""Ross Girshick"", ""Ali Farhadi""]",2016,IEEE Conference on Computer Vision and Pattern Recognition (CVPR),University of Washington
gpt-5.4,openai,VIS_PAPERS,imp01-s1,8,Fully Convolutional Networks for Semantic Segmentation,"[""Jonathan Long"", ""Evan Shelhamer"", ""Trevor Darrell""]",2015,IEEE Conference on Computer Vision and Pattern Recognition (CVPR),"University of California, Berkeley"
gpt-5.4,openai,VIS_PAPERS,imp01-s1,9,Mask R-CNN,"[""Kaiming He"", ""Georgia Gkioxari"", ""Piotr Dollár"", ""Ross Girshick""]",2017,IEEE International Conference on Computer Vision (ICCV),Facebook AI Research
gpt-5.4,openai,VIS_PAPERS,imp01-s1,10,Deep Residual Learning for Image Recognition,"[""Kaiming He"", ""Xiangyu Zhang"", ""Shaoqing Ren"", ""Jian Sun""]",2016,IEEE Conference on Computer Vision and Pattern Recognition (CVPR),Microsoft Research
gpt-5.4,openai,VIS_PAPERS,imp01-s1,11,Very Deep Convolutional Networks for Large-Scale Image Recognition,"[""Karen Simonyan"", ""Andrew Zisserman""]",2015,International Conference on Learning Representations (ICLR),University of Oxford
gpt-5.4,openai,VIS_PAPERS,imp01-s1,12,U-Net: Convolutional Networks for Biomedical Image Segmentation,"[""Olaf Ronneberger"", ""Philipp Fischer"", ""Thomas Brox""]",2015,International Conference on Medical Image Computing and Computer-Assisted Intervention (MICCAI),University of Freiburg
gpt-5.4,openai,VIS_PAPERS,imp01-s1,13,Visualizing and Understanding Convolutional Networks,"[""Matthew D. Zeiler"", ""Rob Fergus""]",2014,European Conference on Computer Vision (ECCV),New York University
gpt-5.4,openai,VIS_PAPERS,imp01-s1,14,Object Recognition from Local Scale-Invariant Features,"[""David G. Lowe""]",1999,IEEE International Conference on Computer Vision (ICCV),University of British Columbia
gpt-5.4,openai,VIS_PAPERS,imp01-s1,15,Mean Shift: A Robust Approach Toward Feature Space Analysis,"[""Dorin Comaniciu"", ""Peter Meer""]",2002,IEEE Transactions on Pattern Analysis and Machine Intelligence,Rutgers University
gpt-5.4,openai,VIS_PAPERS,imp01-s2,1,ImageNet Classification with Deep Convolutional Neural Networks,"[""Alex Krizhevsky"", ""Ilya Sutskever"", ""Geoffrey E. Hinton""]",2012,NeurIPS,University of Toronto
gpt-5.4,openai,VIS_PAPERS,imp01-s2,2,Rich feature hierarchies for accurate object detection and semantic segmentation,"[""Ross Girshick"", ""Jeff Donahue"", ""Trevor Darrell"", ""Jitendra Malik""]",2014,CVPR,"University of California, Berkeley"
gpt-5.4,openai,VIS_PAPERS,imp01-s2,3,Distinctive Image Features from Scale-Invariant Keypoints,"[""David G. Lowe""]",2004,International Journal of Computer Vision,University of British Columbia
gpt-5.4,openai,VIS_PAPERS,imp01-s2,4,Object Recognition from Local Scale-Invariant Features,"[""David G. Lowe""]",1999,ICCV,University of British Columbia
gpt-5.4,openai,VIS_PAPERS,imp01-s2,5,Visualizing and Understanding Convolutional Networks,"[""Matthew D. Zeiler"", ""Rob Fergus""]",2014,ECCV,New York University
gpt-5.4,openai,VIS_PAPERS,imp01-s2,6,"You Only Look Once: Unified, Real-Time Object Detection","[""Joseph Redmon"", ""Santosh Divvala"", ""Ross Girshick"", ""Ali Farhadi""]",2016,CVPR,University of Washington
gpt-5.4,openai,VIS_PAPERS,imp01-s2,7,U-Net: Convolutional Networks for Biomedical Image Segmentation,"[""Olaf Ronneberger"", ""Philipp Fischer"", ""Thomas Brox""]",2015,MICCAI,University of Freiburg
gpt-5.4,openai,VIS_PAPERS,imp01-s2,8,Fully Convolutional Networks for Semantic Segmentation,"[""Jonathan Long"", ""Evan Shelhamer"", ""Trevor Darrell""]",2015,CVPR,"University of California, Berkeley"
gpt-5.4,openai,VIS_PAPERS,imp01-s2,9,Going Deeper with Convolutions,"[""Christian Szegedy"", ""Wei Liu"", ""Yangqing Jia"", ""Pierre Sermanet"", ""Scott Reed"", ""Dragomir Anguelov"", ""Dumitru Erhan"", ""Vincent Vanhoucke"", ""Andrew Rabinovich""]",2015,CVPR,Google
gpt-5.4,openai,VIS_PAPERS,imp01-s2,10,Deep Residual Learning for Image Recognition,"[""Kaiming He"", ""Xiangyu Zhang"", ""Shaoqing Ren"", ""Jian Sun""]",2016,CVPR,Microsoft Research
gpt-5.4,openai,VIS_PAPERS,imp01-s2,11,Faster R-CNN: Towards Real-Time Object Detection with Region Proposal Networks,"[""Shaoqing Ren"", ""Kaiming He"", ""Ross Girshick"", ""Jian Sun""]",2015,NeurIPS,Microsoft Research
gpt-5.4,openai,VIS_PAPERS,imp01-s2,12,Mask R-CNN,"[""Kaiming He"", ""Georgia Gkioxari"", ""Piotr Dollár"", ""Ross Girshick""]",2017,ICCV,Facebook AI Research
gpt-5.4,openai,VIS_PAPERS,imp01-s2,13,High-Dimensional Filter Transforming and an Application to Stereo Matching,"[""Pedro F. Felzenszwalb"", ""Daniel P. Huttenlocher""]",2006,CVPR,University of Chicago
gpt-5.4,openai,VIS_PAPERS,imp01-s2,14,Histograms of Oriented Gradients for Human Detection,"[""Navneet Dalal"", ""Bill Triggs""]",2005,CVPR,INRIA
gpt-5.4,openai,VIS_PAPERS,imp01-s2,15,Gradient-Based Learning Applied to Document Recognition,"[""Yann LeCun"", ""Léon Bottou"", ""Yoshua Bengio"", ""Patrick Haffner""]",1998,Proceedings of the IEEE,AT&T Labs
gpt-5.4,openai,VIS_PAPERS,imp01-s3,1,Distinctive Image Features from Scale-Invariant Keypoints,"[""David G. Lowe""]",2004,International Journal of Computer Vision,University of British Columbia
gpt-5.4,openai,VIS_PAPERS,imp01-s3,2,ImageNet Classification with Deep Convolutional Neural Networks,"[""Alex Krizhevsky"", ""Ilya Sutskever"", ""Geoffrey E. Hinton""]",2012,Advances in Neural Information Processing Systems,University of Toronto
gpt-5.4,openai,VIS_PAPERS,imp01-s3,3,Rich Feature Hierarchies for Accurate Object Detection and Semantic Segmentation,"[""Ross Girshick"", ""Jeff Donahue"", ""Trevor Darrell"", ""Jitendra Malik""]",2014,IEEE Conference on Computer Vision and Pattern Recognition,"University of California, Berkeley"
gpt-5.4,openai,VIS_PAPERS,imp01-s3,4,"You Only Look Once: Unified, Real-Time Object Detection","[""Joseph Redmon"", ""Santino Divvala"", ""Ross Girshick"", ""Ali Farhadi""]",2016,IEEE Conference on Computer Vision and Pattern Recognition,University of Washington
gpt-5.4,openai,VIS_PAPERS,imp01-s3,5,Mask R-CNN,"[""Kaiming He"", ""Georgia Gkioxari"", ""Piotr Dollár"", ""Ross Girshick""]",2017,IEEE International Conference on Computer Vision,Facebook AI Research
gpt-5.4,openai,VIS_PAPERS,imp01-s3,6,Deep Residual Learning for Image Recognition,"[""Kaiming He"", ""Xiangyu Zhang"", ""Shaoqing Ren"", ""Jian Sun""]",2016,IEEE Conference on Computer Vision and Pattern Recognition,Microsoft Research
gpt-5.4,openai,VIS_PAPERS,imp01-s3,7,Faster R-CNN: Towards Real-Time Object Detection with Region Proposal Networks,"[""Shaoqing Ren"", ""Kaiming He"", ""Ross Girshick"", ""Jian Sun""]",2015,Advances in Neural Information Processing Systems,Microsoft Research
gpt-5.4,openai,VIS_PAPERS,imp01-s3,8,Fully Convolutional Networks for Semantic Segmentation,"[""Jonathan Long"", ""Evan Shelhamer"", ""Trevor Darrell""]",2015,IEEE Conference on Computer Vision and Pattern Recognition,"University of California, Berkeley"
gpt-5.4,openai,VIS_PAPERS,imp01-s3,9,Visualizing and Understanding Convolutional Networks,"[""Matthew D. Zeiler"", ""Rob Fergus""]",2014,European Conference on Computer Vision,New York University
gpt-5.4,openai,VIS_PAPERS,imp01-s3,10,A Theory of the Learnable,"[""Leslie G. Valiant""]",1984,Communications of the ACM,Harvard University
gpt-5.4,openai,VIS_PAPERS,imp01-s3,11,Object Recognition from Local Scale-Invariant Features,"[""David G. Lowe""]",1999,IEEE International Conference on Computer Vision,University of British Columbia
gpt-5.4,openai,VIS_PAPERS,imp01-s3,12,Histogram of Oriented Gradients for Human Detection,"[""Navneet Dalal"", ""Bill Triggs""]",2005,IEEE Conference on Computer Vision and Pattern Recognition,INRIA Rhône-Alpes
gpt-5.4,openai,VIS_PAPERS,imp01-s3,13,Going Deeper with Convolutions,"[""Christian Szegedy"", ""Wei Liu"", ""Yangqing Jia"", ""Pierre Sermanet"", ""Scott Reed"", ""Dragomir Anguelov"", ""Dumitru Erhan"", ""Vincent Vanhoucke"", ""Andrew Rabinovich""]",2015,IEEE Conference on Computer Vision and Pattern Recognition,Google
gpt-5.4,openai,VIS_PAPERS,imp01-s3,14,R-CNN minus R,"[""Ross Girshick""]",2015,IEEE International Conference on Computer Vision,Microsoft Research
gpt-5.4,openai,VIS_PAPERS,imp01-s3,15,An Iterative Image Registration Technique with an Application to Stereo Vision,"[""Bruce D. Lucas"", ""Takeo Kanade""]",1981,International Joint Conference on Artificial Intelligence,Carnegie Mellon University
qwen2.5:3b,ollama,SE_PAPERS,imp01-s1,1,A Formal Basis for the Analysis of Algorithms,"[""Edsger W. Dijkstra""]",1973,Commun. ACM,Eidgenössische Technische Hochschule Zürich [ETH]
qwen2.5:3b,ollama,SE_PAPERS,imp01-s1,2,"Data Structures, Operating Systems, and the Development of Programs.","[""Harlan Mills Johnson"", ""George M. Ehrlich""]",1967,Commun. ACM,Ohio State University [OSU]
qwen2.5:3b,ollama,SE_PAPERS,imp01-s1,3,The PERT Approach to Planning and Control of Projects,"[""Henry Aiken""]",1957,Commun. ACM,Stanford Research Institute [SRI]
qwen2.5:3b,ollama,SE_PAPERS,imp01-s1,4,An Analysis of a Data Structure for External Storage Management,"[""David Blacker""]",1968,Commun. ACM,University of Vermont [UVM]
qwen2.5:3b,ollama,SE_PAPERS,imp01-s1,5,Experience with Problems in the Design and Implementation of a System of Bibliographic Databases,"[""J.J. Queloz""]",1967,Commun. ACM,University of Massachusetts [UMass]
qwen2.5:3b,ollama,SE_PAPERS,imp01-s1,6,The System Programming Environment for the IBM 360: A Case Study in Organizing a Software Engineering Operation.,"[""Richard T. Bellak"", ""William C. Miles""]",1972,Commun. ACM,Bell Telephone Laboratories [BTL]
qwen2.5:3b,ollama,SE_PAPERS,imp01-s1,7,An Investigation into the Relation Between Data Base Structures and the User's Perspective.,"[""Jerald M. Adizes"", ""Donald H. Rettke""]",1984,Commun. ACM,University of Washington [UW]
qwen2.5:3b,ollama,SE_PAPERS,imp01-s2,1,A Theory of Software Craftsmanship,"[""Steve McConnell"", ""Don Wells""]",2006,IEEE Computer Review,Boeing
qwen2.5:3b,ollama,SE_PAPERS,imp01-s2,2,Patterns of Enterprise Application Architecture,"[""Martin Fowler""]",2003,Enterprise Integration Patterns Book,Thoughtworks (now Pivotal)
qwen2.5:3b,ollama,SE_PAPERS,imp01-s2,3,The Mythical Man-Month: Essays on Software Engineering,"[""Brooks, Frederick P""]",1975,Collected Work of Fred Brooks Inc.,IBM
qwen2.5:3b,ollama,SE_PAPERS,imp01-s2,4,The Design Of UNIX,"[""Douglas McIlley Bell, Jr., Richard Stevens (Dick) Stevens""]",1986,Original Research Papers of Doug Maclay and R. S.,Bell Labs
qwen2.5:3b,ollama,SE_PAPERS,imp01-s2,5,Empirical Validation of the Pressure Model for Software Project Failure,"[""John Early, William H. Muns""]",1978,IBM Journal of Research and Development,IBM
qwen2.5:3b,ollama,SE_PAPERS,imp01-s2,6,The Mythical Man-Month (Revisited),"[""Fred Brooks""]",1975,"Collected Work of Fred Brooks, Jr. Inc.",IBM
qwen2.5:3b,ollama,SE_PAPERS,imp01-s2,7,Design Patterns: Elements of Reusable Object-Oriented Software,"[""Erich Gamma"", ""Richard Helm"", ""Ralph Johnson"", ""John Vlissides""]",1994,Addison-Wesley Pub. Co.,None
qwen2.5:3b,ollama,SE_PAPERS,imp01-s2,8,The Mythical Man-Month Revisited,"[""Fred Brooks""]",2003,Communications of the ACM (CACM),IBM
qwen2.5:3b,ollama,SE_PAPERS,imp01-s2,9,The Mythical Man-Month: The Fictions Behind Management Wisdom,"[""John Early, William Muns""]",1978,IBM J. Res. & Dev.,IBM
qwen2.5:3b,ollama,SE_PAPERS,imp01-s2,10,Critical Design Decisions for a High Assurance Middleware Infrastructure,"[""Tanya Bly"", ""Karthik Ramaswamy""]",2014,ACM Transactions on Software Engineering and Methodology (a journal with ACM),Univ. of Alabama in Huntsville
qwen2.5:3b,ollama,SE_PAPERS,imp01-s2,11,A Theory for the Structure of Distributed Computer Programs,"[""Percy L. Johnson""]",1968,CACM,NASA
qwen2.5:3b,ollama,SE_PAPERS,imp01-s2,12,Software Engineering - The New Frontier,"[""Bob Seawright, James J. Fries, John McCallan""]",1984,Computer,Burroughs
qwen2.5:3b,ollama,SE_PAPERS,imp01-s2,13,Capturing Design Knowledge in Documentation: The Role of Software Process Analysis,"[""Husson, Bernard""]",2003,Software Engineering Notes (The Journal),INRIA
qwen2.5:3b,ollama,SE_PAPERS,imp01-s2,14,A New Kind of Testing,"[""Mark Basch, Andrew O'Connor""]",2005,IEEE Software magazine (Now IEEE Computer Reviews),IBM
qwen2.5:3b,ollama,SE_PAPERS,imp01-s2,15,The Architecture of Open-Minded Systems,"[""Alan Kay""]",2006,-- Not specified --,Xerox PARC
qwen2.5:3b,ollama,SE_PAPERS,imp01-s3,1,A Software Engineering Approach to Software Architecture Design,"[""Kathy Kimb"", ""Donald A. Norman""]",1982,IEEE Transactions on Software Engineering,IBM
qwen2.5:3b,ollama,SE_PAPERS,imp01-s3,2,The Mythical Man-Month: Epics Grand Schemes and Micro-Power,"[""Frederick P. Brooks""]",1975,Scientific American,IBM
qwen2.5:3b,ollama,SE_PAPERS,imp01-s3,3,Object-Oriented Programming: The Third Wave of Computing,"[""Roger S. Pressman""]",1985,IEEE Computer,MIT
qwen2.5:3b,ollama,SE_PAPERS,imp01-s3,4,The Design and Implementation of the Berkeley Software Distribution (BSD),"[""Stephane Hurgon"", ""Bill Jolitz"", ""Brent Welch""]",1983,Communications of ACM,University of California
qwen2.5:3b,ollama,SE_PAPERS,imp01-s4,1,A Pattern Language,"[""Christopher Alexander"", ""Lloyd Edwards"", ""Dale Smith""]",1977,Harper Colophon,"Berkeley, CA, United States"
qwen2.5:3b,ollama,SE_PAPERS,imp01-s4,2,A Case for Architectural Styles,"[""David J. Orchard"", ""Alan N. Lloyd""]",1978,"Computer Sciences Department University of Texas at Austin, United States","Austin, TX, United States"
qwen2.5:3b,ollama,SE_PAPERS,imp01-s4,3,Communicating with Software Tools,"[""David Parnas"", ""Dennis Macen""]",1980,"Massachusetts Institute of Technology Computer Science Laboratory, United States","Boston, MA, United States"
qwen2.5:3b,ollama,SE_PAPERS,imp01-s4,4,Improving the Efficiency of Algorithm Implementations,"[""James M. Cooper"", ""David C. Kilmurray""]",1978,"Massachusetts Institute of Technology Computer Science Laboratory, United States","Cambridge, MA, United States"
qwen2.5:3b,ollama,SE_PAPERS,imp01-s4,5,The Role of Software Patterns in Developing Object-Oriented Software Systems,"[""Jiří Pachl"", ""Jano Štepka""]",2019,"Faculty of Informatics Masaryk University, Czechia","Praha, Czechia"
qwen2.5:3b,ollama,SE_PAPERS,imp01-s4,6,How To Build A Spreadsheet - a Historical Study,"[""Philippe van Ostaeyen"", ""Christophe Blomme""]",2018,"Ghie, Belgium and Belgium","Herent, Belgium"
qwen2.5:3b,ollama,SE_PAPERS,imp01-s4,7,From Software Engineering to Ubiquitous Computing,"[""Frans P. Stoudey"", ""Sue O'Connor""]",2006,"University of Umeå, Sweden","Umeå, Sweden"
qwen2.5:3b,ollama,SE_PAPERS,imp01-s4,8,"Refactoring Software, Architectures, Platforms and Cultures","[""Martin Fowler""]",1999,"The Agile Universe Conference, United Kingdom","Cambridge, United Kingdom"
qwen2.5:3b,ollama,SE_PAPERS,imp01-s4,9,Conceptual Foundations of Object-Oriented Analysis and Design: A Methodology of the Mind,"[""Thomas O. Uprichardte""]",1993,"The School for Advanced Studies in Social Science, United States","Durham, NC, United States"
qwen2.5:3b,ollama,SE_PAPERS,imp01-s4,10,A New View of Software Engineering: The Role of Patterns,"[""Christopher Alexander"", ""Samuel W. Buck"", ""William E. Royinsenholt""]",2013,"Luleå, Sweden and Sweden","Umeå, Sweden"
qwen2.5:3b,ollama,SE_PAPERS,imp01-s4,11,A Pattern Language Revisited: From Design Patterns to Object-Oriented Software Systems,"[""Pavel Čermák"", ""Tomáš Fröhlich""]",1998,"University of Vienna & Czech Technical University in Prague - Faculty of Electrical Engineering and Communication, Austria","Vienna, Austria"
qwen2.5:3b,ollama,SE_PAPERS,imp01-s4,12,The Role of Software Patterns in Implementable Architectures for Web Services,"[""Ralph S. Gehringer"", ""Carmen A. Scholz""]",2007,"RWTH-Aachen, Germany","Aachen, Germany"
qwen2.5:3b,ollama,SE_PAPERS,imp01-s4,13,An Object-oriented Programming Language: Design and Compiler,"[""Alan J. Perlis"", ""David W. Reilly"", ""William B. Emery""]",1968,"MIT Lincoln Laboratory, United States","Boston, MA, USA"
qwen2.5:3b,ollama,SE_PAPERS,imp01-s4,14,A Review of Software Engineering Journal - Reflections on the Past and Vision for the Future,"[""Thomas P. Niemyer""]",2005,"School of Informatics, The University of Edinburgh, United Kingdom","Edinburgh, United Kingdom"
qwen2.5:3b,ollama,SE_PAPERS,imp01-s4,15,Software Engineering in Japan: Recent Developments and Challenges,"[""Hisashi Matsui"", ""Akira Nishida""]",2006,"Department of Electrical and Computer Science, Aoyama Gakuin University, Japan","Tokyo, Japan"
qwen2.5:3b,ollama,SE_PAPERS,imp01-s5,1,A Language for Distributed Algorithms,"[""Leslie Lamport""]",1980,A CMJ Special Issue on Programming Concepts and Procedures,SRI International
qwen2.5:3b,ollama,SE_PAPERS,imp01-s5,2,Software Engineering for Expertise-Based Systems: An Evaluation of the Knowledge-based Development Process,"[""Dennis E. Gadd"", ""James P. Fisk""]",1987,Computing Surveys,Bell Communications Research
qwen2.5:3b,ollama,SE_PAPERS,imp01-s5,3,Extending the Limits of Relational Databases: A Case for Embedded SQL,"[""Kenneth C. Anderson"", ""Edd Gause""]",1984,SIGMOD '85 Proceedings of the ACM SIGMOD International Conference on Management of Data,IBM
qwen2.5:3b,ollama,SE_PAPERS,imp01-s5,4,"The Role of a Language in Programming, Revisited: How Should We Do It?","[""E. Scott Daniels""]",2017,SIGSOFT Software Engineering Notes,Georgia Institute of Technology
qwen2.5:3b,ollama,SE_PAPERS,imp01-s5,5,Practical Experience with a Program Maintenance Repository: The NPL '79 Experiment and Its Impact on the ORACLE System Development Process,"[""Brian Randell"", ""M. J. O'Donnagh""]",1982,Communications of the ACM,National Physical Laboratory
qwen2.5:3b,ollama,SE_PAPERS,imp01-s5,6,A Case for Const in C++,"[""Scott Meyers"", ""Alexei Nogin""]",1997,C++ Report,Sun Microsystems
qwen2.5:3b,ollama,SE_PAPERS,imp01-s5,7,An Object-Focused Language for Database Applications: The AMPL Specifier of the Coda Library System,"[""Randal E. Olson"", ""Kathy Brockify""]",1984,Proceedings of the ACM SIGMOD International Conference on Management of Data,"University of California, Berkeley"
qwen2.5:3b,ollama,SE_PAPERS,imp01-s5,8,The Structure and Status of Computer Science: An Investigation by the National Research Council Committee on Computing Sciences,"[""Robert D. Lacy""]",1973,Bulletin of the American Mathematical Society,University of Illinois at Chicago Circle
qwen2.5:3b,ollama,SE_PAPERS,imp01-s5,9,'Let's Build Some More Libraries': The Role and Impact of Program Libraries in Practice,"[""Robert D. Lacy""]",1990,SIGPLAN Notices - ACM SIGPLAN Posters' Corner Proceedings,University of Illinois at Chicago Circle
qwen2.5:3b,ollama,SE_PAPERS,imp01-s5,10,"A Unified Theory for the Design, Implementation and Use of Operating System Services","[""Randal E. Olson""]",1986,ACM Transactions on Computer Systems,"University of California, Berkeley"
qwen2.5:3b,ollama,SE_PAPERS,imp01-s5,11,Developing Software: A Metrics Approach,"[""C. Gordon"", ""B. Crogman"", ""I. Hiltz"", ""J. Smith""]",2004,Communications of the ACM,Sandia National Laboratories
qwen2.5:3b,ollama,SE_PAPERS,imp01-s5,12,Object-Oriented Database Modeling in Information Systems Development: An Empirical Investigation.,"[""Krzysztof Czarnecki"", ""Maurice B. Older""]",2004,IEEE Intelligent Systems,University of Texas at Arlington
qwen2.5:3b,ollama,SE_PAPERS,imp01-s5,13,The State of the Art in Software Engineering: A Survey and Classification of 567 Relevant Papers,"[""R. M. Harris""]",1984,Software Practitioners' Journal,"Bell Telephone Laboratories, Inc."
qwen2.5:3b,ollama,SE_PAPERS,imp01-s5,14,Software Engineering Concepts and Practices: Their Evaluation and Classification as a Survey of Research in Software Engineering from 1963-1978,"[""C. F. Magin"", ""M.J. O'Donnagh""]",1984,Software Practitioners' Journal,National Physical Laboratory
qwen2.5:3b,ollama,SE_PAPERS,imp01-s5,15,Program Specification by Structure: An Introduction and an Illustration of Dataflow Programming Languages,"[""Leslie Lamport"", ""Michael Scott""]",1974,ACM SIGPLAN Notices - SIGFUSE,SRI International
qwen2.5:3b,ollama,VIS_PAPERS,imp01-s1,1,Maximization By Conditionalization In A Probabilistic Algorithm For Extracting Human Figure Scales,"[""William T. Freeman"", ""David H. Salesieni""]",1987,International Joint Conference on Artificial Intelligence (IJCAI),Brown University
qwen2.5:3b,ollama,VIS_PAPERS,imp01-s1,2,Object Recognition Using a Learning Algorithm for Neural Networks,"[""David H. Salesieni"", ""William T. Freeman""]",1985,National Conference on Artificial Intelligence (AAAI),Brown University
qwen2.5:3b,ollama,VIS_PAPERS,imp01-s1,3,On Extracting the Main Axes of a Man from His Photograph,"[""William T. Freeman""]",1980,Computer Vision System Applications Conference (CVSSA),Brown University
qwen2.5:3b,ollama,VIS_PAPERS,imp01-s1,4,Learning to Rank in Object Recognition: the Caffeine Algorithm,"[""William T. Freeman"", ""Yaron Korensky""]",2012,Asian Conference on Computer Vision (ACCV),AFL University
qwen2.5:3b,ollama,VIS_PAPERS,imp01-s1,5,An Intuitive and Effective Algorithm for Building a Recognition Model,"[""David H. Salesieni"", ""William T. Freeman""]",1982,National Conference on Artificial Intelligence (AAAI),Brown University
qwen2.5:3b,ollama,VIS_PAPERS,imp01-s1,6,A Probabilistic Algorithm for Recognizing Composite Bodies Using Multiresolution Discrete Fourier Transforms,"[""William T. Freeman"", ""David H. Salesieni""]",1985,International Conference on Computer Vision (ICCV),Brown University
qwen2.5:3b,ollama,VIS_PAPERS,imp01-s1,7,An Algorithm for Recognizing Three-Dimensional Objects,"[""David H. Salesieni"", ""William T. Freeman""]",1976,Journal of the ACM (JACM),Brown University
qwen2.5:3b,ollama,VIS_PAPERS,imp01-s1,8,The Representation and Use of Visual Context for Machine Vision,"[""William T. Freeman""]",1984,International Conference on Computer Vision (ICCV),Brown University
qwen2.5:3b,ollama,VIS_PAPERS,imp01-s1,9,On a Problem in Machine Recognition: The Extraction of the Shape Descriptors,"[""William T. Freeman"", ""Drew Rorli""]",1983,International Joint Conference on Artificial Intelligence (IJCAI),Brown University
qwen2.5:3b,ollama,VIS_PAPERS,imp01-s1,10,A Probabilistic Algorithm for Extracting Human Figure Scales,"[""William T. Freeman"", ""David H. Salesieni""]",1987,International Conference on Computer Vision (ICCV),Brown University
qwen2.5:3b,ollama,VIS_PAPERS,imp01-s1,11,An Analysis of the Combinatorial Problems in Designing a Visual System,"[""David H. Salesieni"", ""William T. Freeman""]",1986,International Conference on Pattern Recognition (ICPR),Brown University
qwen2.5:3b,ollama,VIS_PAPERS,imp01-s1,12,An Incremental Algorithm for Visual Feature Extraction,"[""Yaron Korensky"", ""William T. Freeman""]",2018,NeurIPS Workshop on Learning with Data Streams (LwDS),AFL University
qwen2.5:3b,ollama,VIS_PAPERS,imp01-s1,13,Object Recognition in Images,"[""William T. Freeman"", ""David H. Salesieni""]",1980,Journal of the ACM (JACM),Brown University
qwen2.5:3b,ollama,VIS_PAPERS,imp01-s1,14,A Neural Network Approach to Visual Object Recognition,"[""William T. Freeman""]",2008,ACM International Conference on Computer Vision (ICCV),Google
qwen2.5:3b,ollama,VIS_PAPERS,imp01-s1,15,An Analysis of the Combinatorial Problems in Designing a Visual System,"[""David H. Salesieni"", ""William T. Freeman""]",1986,IEEE Conference on Computer Vision and Pattern Recognition (CVPR),Brown University
qwen2.5:3b,ollama,VIS_PAPERS,imp01-s2,1,Two-Dimensional Visualization on a Two-Dimensional Screen,"[""Rayleigh (John William Strutt)""]",1930,Nature,"Trinity College, Cambridge"
qwen2.5:3b,ollama,VIS_PAPERS,imp01-s2,2,Retinex Theory,"[""David O. Regiers and Warren N. Medich""]",1976,Journal of the Optical Society of America,"Bell Laboratories, Murray Hill"
qwen2.5:3b,ollama,VIS_PAPERS,imp01-s2,3,The Two-Stage Cascade Algorithm for Multiband Image Restoration,"[""Pierre B. Deschênes, Philippe Vandergie and Guy L. Jullien""]",1978,IEEE Transactions on Pattern Analysis and Machine Intelligence (PAMI),École Polytechnique Fédérale de Lausanne
qwen2.5:3b,ollama,VIS_PAPERS,imp01-s2,4,The CENS Multiresolution Image Representation,"[""Srinaveen K. Nandigala, Michael J. Kilmer and David A. Forsythe""]",1983,IEEE Transaction on Pattern Analysis & Machine Intelligence (PAMI),National Bureau of Standards
qwen2.5:3b,ollama,VIS_PAPERS,imp01-s2,5,Analysis of the Performance of an Image Model on a Computer,"[""M. Minsky, S. Kakeya and J. Rapaport""]",1960,IRE Review,Massachusetts Institute of Technology
qwen2.5:3b,ollama,VIS_PAPERS,imp01-s2,6,The Fourier Snapshot System - Image Representation by Wavelet Transform,"[""P. M. Larsen and E. W. Arnoldsson""]",1987,Computer Graphics Forum (Proceedings of SIGGRAPH),"National Supercomputer Center, Scientific Computing Department"
qwen2.5:3b,ollama,VIS_PAPERS,imp01-s2,7,Understanding Images through Algorithms,"[""James R. Turner, Richard E. Fessler and Donald W. Hein""]",1962,IEEE Computer Science Review (CSR),Massachusetts Institute of Technology
qwen2.5:3b,ollama,VIS_PAPERS,imp01-s2,8,Computer Sketch-Based Image Retrieval,"[""Shree M. Nayarre, Abhikumar Shingon and Jitendra R. Srinivas""]",1997,IEEE Conference on Computer Vision and Pattern Recognition (CVPR),Microsoft Research
qwen2.5:3b,ollama,VIS_PAPERS,imp01-s2,9,The Random Sample Consistency of the PCA-Based Face Representation,"[""H. Lindeh, G.H Forsythe and D.H Forsythe""]",1983,"IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",California Institute of Technology
